customer_id,customer_name,email,registration_date,customer_type
CUST0368,Farhan Vaidya,nachiketyadav@example.com,2025-03-10,PREMIUM
CUST0369,Dayita Sarkar,dalbirkonda@example.org,2025-05-17,REGULAR
CUST0370,Sudiksha Bhakta,parth10@example.net,2024-02-11,VIP
CUST0371,Nihal Taneja,zansi42@example.com,2024-01-26,REGULAR
CUST0372,Jacob Balan,pushti48@example.org,2024-08-24,PREMIUM
CUST0373,Watika Shah,christopher79@example.org,2025-02-03,PREMIUM
CUST0374,Aadhya Chauhan,kariyashodhara@example.org,2023-09-19,REGULAR
CUST0375,Yash Batra,ypatla@example.org,2024-04-16,REGULAR
CUST0376,Oni Kapur,yuvraj65@example.com,2023-11-10,REGULAR
CUST0377,Jagdish Thakkar,golaudant@example.net,2023-09-22,REGULAR
CUST0378,Ekapad Shroff,deepa51@example.net,2025-06-21,REGULAR
CUST0379,Jyoti Iyer,daksha93@example.com,2025-02-04,REGULAR
CUST0380,Rohan Korpal,abeerrout@example.org,2024-07-08,PREMIUM
CUST0381,Aditya Nayak,puridamyanti@example.org,2024-05-26,PREMIUM
CUST0382,Oni Swamy,dharati@example.org,2023-09-19,REGULAR
CUST0383,Zinal Sachar,tara19@example.org,2025-09-05,REGULAR
CUST0384,Meera Borde,sarankalpit@example.org,2024-10-08,REGULAR
CUST0385,Divya Ramaswamy,eesha74@example.org,2023-11-06,REGULAR
CUST0386,Laban Chopra,hiteshgala@example.com,2025-07-05,REGULAR
CUST0387,Niharika Dara,sarthak74@example.com,2024-08-27,REGULAR
CUST0388,Gautam Dugar,banjeet35@example.org,2023-12-01,REGULAR
CUST0389,Ishani Randhawa,mistryabha@example.org,2023-08-30,VIP
CUST0390,Sneha Krish,shereharsh@example.org,2024-01-17,REGULAR
CUST0391,David Kapadia,rudrarattan@example.com,2026-06-13,VIP
CUST0392,Aashi Borde,bhattacharyyarudra@example.net,2025-05-31,REGULAR
CUST0393,George Narula,basaktriya@example.org,2024-03-29,REGULAR
CUST0394,Megha Taneja,rajapooja@example.org,2025-01-12,REGULAR
CUST0395,Rachit Maharaj,sanaya20@example.net,2026-02-28,REGULAR
CUST0396,Chakrika Tara,dsrinivas@example.org,2024-09-19,REGULAR
CUST0397,Laksh Saini,zaidbahl@example.com,2025-01-20,REGULAR
CUST0398,Vedhika Padmanabhan,lipika42@example.org,2024-11-19,REGULAR
CUST0399,Ayushman Mand,sodhiishita@example.net,2024-07-08,REGULAR
CUST0400,Harish Kota,amairawalla@example.net,2023-10-07,REGULAR
CUST0401,Lipika Pant,patrickkhalsa@example.net,2024-11-18,REGULAR
CUST0402,Ayaan Pandey,raghavtailor@example.net,2024-11-04,REGULAR
CUST0403,Vritti Barad,bhallaviraj@example.net,2024-06-16,REGULAR
CUST0404,Vanya Acharya,saksham25@example.net,2024-04-13,VIP
CUST0405,Daniel Bains,luckychoudhry@example.net,2025-01-29,PREMIUM
CUST0406,Kashvi Randhawa,nayarchasmum@example.com,2024-02-09,REGULAR
CUST0407,Rajeshri Sur,owen89@example.com,2024-06-23,REGULAR
CUST0408,Kritika Mohanty,joshua20@example.net,2025-12-18,REGULAR
CUST0409,Bachittar Gopal,timothy91@example.com,2024-02-16,REGULAR
CUST0410,Faras Khanna,ekaja21@example.net,2026-05-18,REGULAR
CUST0411,Sanya Apte,shaurya31@example.com,2024-08-14,PREMIUM
CUST0412,Aarav Bava,usarma@example.com,2024-03-27,PREMIUM
CUST0413,Waida Radhakrishnan,keya17@example.net,2026-04-19,REGULAR
CUST0414,Nicholas Seth,bandichaitaly@example.org,2024-11-19,REGULAR
CUST0415,Henry Borah,onkar62@example.net,2023-11-06,REGULAR
CUST0416,Hamsini Subramanian,sankarnitesh@example.net,2025-05-17,REGULAR
CUST0417,Chatresh Chaudhuri,samesh36example.net,2025-11-19,REGULAR
CUST0418,Baghyawati Mishra,gopalbawa@example.com,2025-12-17,REGULAR
CUST0419,Mitesh Bhagat,aarush61@example.com,2026-05-06,PREMIUM
CUST0420,Ryan Chatterjee,jhaverionkar@example.net,2024-10-08,REGULAR
CUST0421,Urvashi D’Alia,mitali77@example.net,2024-08-27,REGULAR
CUST0422,Lila Goyal,lakshmi52@example.com,2023-09-20,REGULAR
CUST0423,Ria Shroff,upkaar49@example.org,2024-03-03,REGULAR
CUST0424,Frederick Padmanabhan,jkaran@example.org,2025-03-05,REGULAR
CUST0425,Vaishnavi Keer,fmistry@example.com,2023-09-04,REGULAR
CUST0426,Jai Sen,oliverkakar@example.org,2024-01-25,REGULAR
CUST0427,Pallavi Brar,ojaggi@example.org,2026-01-22,REGULAR
CUST0428,Ekaja Bhavsar,ramamekhala@example.net,2024-11-30,REGULAR
CUST0429,Zinal Shanker,virkoni@example.org,2025-04-16,PREMIUM
CUST0430,Manbir Chaudhry,chaudhuribhavika@example.net,2024-12-28,PREMIUM
CUST0431,Aishani Rajagopal,csolanki@example.org,2024-09-12,REGULAR
CUST0432,Maanas Ratti,randhawagarima@example.net,2024-07-16,REGULAR
CUST0433,Vaishnavi Luthra,anmol54@example.com,2024-09-20,REGULAR
CUST0434,Guneet Kari,charitasavant@example.com,2024-09-03,VIP
CUST0435,Gaurav Guha,akakar@example.net,2025-08-03,REGULAR
CUST0436,Daksh Varma,dominicmukhopadhyay@example.net,2025-09-07,REGULAR
CUST0437,Krishna Viswanathan,ghosereyansh@example.org,2023-10-10,REGULAR
CUST0438,Bachittar Shan,patelrushil@example.com,2025-02-04,PREMIUM
CUST0439,Yashasvi Ranganathan,balasubramanianwyatt@example.com,2025-08-10,REGULAR
CUST0440,Peter Som,hemangini24@example.net,2026-06-17,PREMIUM
CUST0441,Bhavani Bala,kbawa@example.net,2024-06-09,REGULAR
CUST0442,Umang Jhaveri,nimrat80@example.net,2023-07-26,VIP
CUST0443,Kevin Ghose,kapurzayyan@example.net,2024-10-29,REGULAR
CUST0444,Pallavi Puri,tripti43@example.com,2024-10-24,VIP
CUST0445,Harsh Amble,barkha41@example.com,2023-10-20,PREMIUM
CUST0446,Aradhana Nair,advika43@example.org,2025-09-23,REGULAR
CUST0447,Dakshesh Raval,logan07@example.com,2024-08-19,PREMIUM
CUST0448,Nidhi Rama,guptahemal@example.net,2024-06-22,REGULAR
CUST0449,Jagrati Tripathi,onkar82@example.com,2023-12-11,PREMIUM
CUST0450,Kabir Kuruvilla,gautamichakraborty@example.org,2025-01-14,REGULAR
CUST0451,Damyanti Salvi,kamya49@example.com,2025-07-02,PREMIUM
CUST0452,Upma Bera,sodhirobert@example.net,2024-01-15,PREMIUM
CUST0453,Chanchal Sachdev,doralaksh@example.org,2024-12-26,REGULAR
CUST0454,Tanvi Dhar,pranit17@example.com,2026-03-19,REGULAR
CUST0455,Dhriti Bhardwaj,sethanusha@example.org,2024-03-30,REGULAR
CUST0456,Vrishti Chakrabarti,radhasanghvi@example.com,2025-05-09,REGULAR
CUST0457,Leela Agrawal,wallaryan@example.net,2025-02-11,PREMIUM
CUST0458,Ekanta Wali,andrewagrawal@example.net,2024-08-02,REGULAR
CUST0459,Hemangini Muni,harshilrajagopal@,2026-01-12,REGULAR
CUST0460,Oliver Bhattacharyya,misrabina@example.com,2025-09-28,REGULAR
CUST0461,Radha Desai,vrishti53@example.org,2025-03-30,REGULAR
CUST0462,Vedant Kapur,siddharthbains@example.net,2025-09-03,REGULAR
CUST0463,Jatin Peri,prashadaadhya@example.net,2026-03-07,REGULAR
CUST0464,Chanakya Chokshi,bavajack@example.com,2025-06-02,REGULAR
CUST0465,Jatin Krishnan,ndua@example.net,2026-06-12,REGULAR
CUST0466,Charvi Salvi,venkateshanamika@example.net,2026-02-07,REGULAR
CUST0467,Omya Cheema,mandalishaan@example.org,2025-08-24,REGULAR
CUST0468,Ryan Lall,ishitarout@example.com,2024-03-18,REGULAR
CUST0469,Watika Johal,pnarayanan@example.org,2023-08-01,PREMIUM
CUST0470,Indrajit Tak,gautamvaidya@example.org,2023-12-17,REGULAR
CUST0471,Vihaan Shan,aishani70@example.org,2024-04-09,REGULAR
CUST0472,Bina Parsa,pooja11@example.org,2023-07-28,REGULAR
CUST0473,Onkar Narasimhan,raksha94@example.net,2023-12-04,REGULAR
CUST0474,Hema Goswami,rattanmugdha@example.com,2024-09-07,REGULAR
CUST0475,Vanya Sama,isaiahdeo@example.net,2023-10-12,REGULAR
CUST0476,Hemang Saha,lsarma@example.net,2025-02-21,VIP
CUST0477,Ayush De,hsura@example.com,2025-05-27,REGULAR
CUST0478,Dev Lal,advik89@example.net,2025-12-06,REGULAR
CUST0479,Hamsini Venkataraman,santyuvraj@example.com,2024-12-31,PREMIUM
CUST0480,Manthan Bhagat,dugaryashasvi@example.com,2025-08-21,PREMIUM
CUST0481,Falan Swamy,wridesh54@example.org,2025-09-07,REGULAR
CUST0482,Kritika Rau,farhansharaf@example.com,2025-12-19,REGULAR
CUST0483,Gaurang Tara,hmutti@example.com,2026-04-22,REGULAR
CUST0484,Harshil Raval,jbanik@example.net,2023-07-13,PREMIUM
CUST0485,Daksha Trivedi,tanmayiom@example.com,2023-10-05,PREMIUM
CUST0486,Suhani Narula,tpatla@example.com,2024-01-06,VIP
CUST0487,Tristan Agate,isha48@example.net,2025-02-12,REGULAR
CUST0488,Chakradev Gala,tdey@,2025-04-08,PREMIUM
CUST0489,Aachal Hayre,jairamaswamy@example.org,2025-06-21,REGULAR
CUST0490,Hamsini Chokshi,obatra@example.net,2026-01-12,REGULAR
CUST0491,Shravya Shankar,wishiagrawal@example.net,2023-09-26,REGULAR
CUST0492,Vasudha Trivedi,oscardave@example.org,2025-03-05,REGULAR
CUST0493,Yamini Rajagopalan,rkothari@example.com,2024-12-26,REGULAR
CUST0494,Sneha Deol,nitaravala@example.com,2026-07-06,REGULAR
CUST0495,Teerth Iyer,binapai@example.net,2024-02-04,REGULAR
CUST0496,Yahvi Naidu,pandeyvarsha@example.net,2025-12-15,REGULAR
CUST0497,Bhavika Sami,virkhredhaan@example.org,2025-02-23,REGULAR
CUST0498,Chatresh Bhalla,amaradyal@example.com,2026-06-08,REGULAR
CUST0499,Madhav Bhatia,samar80@example.com,2025-06-15,REGULAR
CUST0500,Udarsh Ramachandran,yastimani@example.net,2026-05-10,REGULAR
CUST0501,Lakshmi Ram,jmunshi@,2023-08-02,REGULAR
CUST0502,Samaksh Savant,jhalakhegde@example.net,2024-05-08,REGULAR
CUST0503,Saumya Goel,groveroscar@,2025-09-18,REGULAR
CUST0504,Krishna Baria,jmallick@example.com,2024-01-31,REGULAR
CUST0505,Aadhya Ahluwalia,unnati20@example.org,2024-11-25,REGULAR
CUST0506,Charvi Swaminathan,elijah58@example.org,2024-04-23,REGULAR
CUST0507,Yashasvi Dutta,zyadav@example.org,2025-01-05,REGULAR
CUST0508,Tanay Narula,jalsa43@example.net,2025-10-14,REGULAR
CUST0509,Aditya Contractor,sanaya39@example.net,2024-07-25,REGULAR
CUST0510,Ekani Raj,rajuaahana@example.net,2024-09-24,REGULAR
CUST0511,Zansi Prasad,csur@example.com,2026-04-20,REGULAR
CUST0512,Ekani Varkey,charoliver@example.net,2025-10-18,REGULAR
CUST0513,Dominic Kade,paninichawla@example.org,2025-10-25,PREMIUM
CUST0514,Ekbal Dube,sharafgarima@example.org,2023-11-25,REGULAR
CUST0515,Chatura Gokhale,ekavir93@example.com,2025-04-06,PREMIUM
CUST0516,Shravya Ravel,bmutti@example.com,2026-05-23,PREMIUM
CUST0517,Abeer Bhatnagar,boraishita@example.net,2023-12-24,REGULAR
CUST0518,Charvi Chadha,raksha66@example.net,2023-08-29,REGULAR
CUST0519,Naksh Walla,labanraman@example.net,2024-10-13,REGULAR
CUST0520,Chanchal Prakash,dhaliwaljatin@example.org,2023-07-20,REGULAR
CUST0521,Frederick Mody,hemanginikakar@example.com,2026-04-11,VIP
CUST0522,Naveen Gour,zayyanhari@example.org,2024-04-19,REGULAR
CUST0523,Triya Bora,ekalinga41@example.org,2025-12-30,REGULAR
CUST0524,Ganga Parikh,wahabchaudhry@example.com,2026-03-01,PREMIUM
CUST0525,Rishi Nadkarni,vseshadri@example.net,2026-05-02,REGULAR
CUST0526,Michael Patla,priya20@example.com,2024-07-29,PREMIUM
CUST0527,Rajata Malhotra,krish57@example.com,2025-06-03,VIP
CUST0528,Dalaja Sur,gillfinn@example.com,2024-02-15,REGULAR
CUST0529,Adya Bose,bahlyashica@example.net,2023-08-30,REGULAR
CUST0530,Simon Bansal,urmi25@example.com,2024-06-23,REGULAR
CUST0531,Krish Shetty,ranganathanjanuja@example.net,2023-07-29,REGULAR
CUST0532,Noah Varkey,sanayadutta@example.org,2025-12-08,REGULAR
CUST0533,Veda Parmer,kandavinaya@example.org,2023-10-18,REGULAR
CUST0534,Kala Kaur,jhaverizarna@example.com,2025-03-06,REGULAR
CUST0535,Suhani Batra,naikharshil@example.net,2025-09-29,REGULAR
CUST0536,Adya Ghosh,xradhakrishnan@example.net,2026-04-22,PREMIUM
CUST0537,Zansi Krishnamurthy,hkapoor@example.com,2025-01-11,REGULAR
CUST0538,Vidhi Subramaniam,thakerliam@example.com,2024-03-26,REGULAR
CUST0539,Faraj Varkey,siddharth22@example.org,2025-01-25,PREMIUM
CUST0540,Victor Sachdeva,ishaan77@example.com,2024-06-04,REGULAR
CUST0541,Nirja Bains,calebdatta@example.net,2026-01-18,PREMIUM
CUST0542,Krish Vala,dindaksh@example.org,2024-08-17,VIP
CUST0543,Zansi Ravi,manderfrederick@example.org,2025-06-09,REGULAR
CUST0544,Vasatika Garde,nirjadhar@example.net,2024-04-20,REGULAR
CUST0545,Oliver Oommen,obiswas@example.com,2025-03-02,REGULAR
CUST0546,Ikbal Babu,yaminisaini@example.org,2026-02-07,REGULAR
CUST0547,Peter Soni,waliyahvi@example.org,2023-12-04,VIP
CUST0548,Kalpit Zacharia,sankarosha@example.com,2023-09-18,REGULAR
CUST0549,Veer Subramaniam,lpalla@example.net,2026-06-29,PREMIUM
CUST0550,Pavani Desai,vansha31@example.com,2026-01-27,REGULAR
CUST0551,Aarini Gulati,amblejacob@example.net,2023-07-24,REGULAR
CUST0552,Samesh Mutti,gpathak@example.org,2025-05-04,REGULAR
CUST0553,Advika Wason,npau@example.com,2026-06-04,REGULAR
CUST0554,Samar Sachdev,xgola@example.net,2025-11-21,PREMIUM
CUST0555,Zehaan Mohanty,mitali21@example.net,2024-07-03,PREMIUM
CUST0556,Neel Chaudhry,yashodarattan@example.com,2025-11-14,REGULAR
CUST0557,Naveen Ramachandran,chandmaanav@example.com,2026-01-30,REGULAR
CUST0558,Gaurang Bhatt,tristan51@example.net,2023-09-09,VIP
CUST0559,Nandini Verma,dakshesh27@example.com,2023-07-29,PREMIUM
CUST0560,Zarna Mangal,bahadurjituppal@example.net,2026-07-02,REGULAR
CUST0561,Omkaar Banik,william02@example.org,2024-09-13,REGULAR
CUST0562,Ira Rana,hiyer@example.org,2026-07-10,REGULAR
CUST0563,Gautam Mane,idika43@example.net,2024-05-10,REGULAR
CUST0564,Netra Agrawal,parth68@example.org,2025-11-26,REGULAR
CUST0565,Yahvi Menon,jackson84@example.net,2025-12-22,PREMIUM
CUST0566,Saanvi Purohit,wkohli@example.com,2025-06-24,PREMIUM
CUST0567,Ayaan Subramaniam,kuruvillaekansh@example.com,2026-03-23,REGULAR
CUST0568,Victor Mutti,hpandit@example.net,2023-07-28,VIP
CUST0569,Yuvraj Mani,rastogihema@,2025-11-20,REGULAR
CUST0570,Vamakshi Murthy,tejas94@example.org,2026-06-08,PREMIUM
CUST0571,Wishi Iyengar,wyattlanka@example.org,2024-07-03,PREMIUM
CUST0572,Zaid Parekh,hredhaandar@example.org,2026-05-27,REGULAR
CUST0573,Abeer Basak,nprabhu@example.com,2025-08-15,PREMIUM
CUST0574,Vritti Goswami,mitali39@example.org,2023-10-05,VIP
CUST0575,Vanya Zachariah,thakkaridika@example.com,2026-06-13,REGULAR
CUST0576,Tanvi Dara,smutti@example.org,2023-07-31,PREMIUM
CUST0577,Ladli Chaudhuri,janaki94@example.org,2025-11-11,REGULAR
CUST0578,Warjas Luthra,xoza@example.org,2025-08-25,REGULAR
CUST0579,Shivansh Saini,janya64@example.com,2024-04-17,REGULAR
CUST0580,Veer Chaudhry,warinder86@example.com,2024-05-12,PREMIUM
CUST0581,Mason Solanki,godaoviya@example.com,2024-02-06,REGULAR
CUST0582,Vidhi Mital,champak61@example.net,2024-03-22,PREMIUM
CUST0583,Tanveer Kumar,cchar@example.net,2024-12-13,PREMIUM
CUST0584,Jalsa Parsa,hemangini06@example.org,2025-01-08,REGULAR
CUST0585,Owen Mane,ekta87@example.net,2025-06-06,PREMIUM
CUST0586,Lakshmi Mangat,kdhillon@example.net,2024-12-18,REGULAR
CUST0587,Nidhi Bora,edwinhemal@example.org,2024-11-10,REGULAR
CUST0588,Bishakha Loke,cmadan@example.com,2026-01-09,REGULAR
CUST0589,Odika Ganesh,arindass@example.net,2024-07-11,REGULAR
CUST0590,Fariq Kade,mekhalachauhan@example.org,2023-10-20,REGULAR
CUST0591,Chatura Bal,wviswanathan@example.org,2023-12-21,PREMIUM
CUST0592,Nachiket Chad,omore@example.org,2024-09-26,REGULAR
CUST0593,Jonathan Deep,ayushbanerjee@example.net,2025-01-17,REGULAR
CUST0594,Vamakshi Sibal,sai28@example.org,2026-01-15,PREMIUM
CUST0595,Radhika Viswanathan,idika78@example.org,2023-11-29,REGULAR
CUST0596,Darika Pau,jlad@example.com,2023-07-29,PREMIUM
CUST0597,Laban Padmanabhan,upasna80@example.net,2025-08-15,PREMIUM
CUST0598,Chandani Andra,mmaster@example.org,2023-07-24,REGULAR
CUST0599,Ranbir Sabharwal,prana@example.org,2026-04-11,REGULAR
CUST0600,Kritika Kannan,fariq63@example.net,2026-02-19,VIP
